27,"South Korea, in terms of its geographic characteristics, is quite a mountainous country. More than 70 percent of South Korea is covered by mountains, including a few mountain ranges and watersheds. Among this tightly knit network or mountain ranges and river systems, the Tae-Baek mountains, situated on the east side of Korean peninsula, form the backbone of the landscape, stretching all the way from the north to the southern coast.

Find new roads and forge new friendships at a Rapha Prestige: http://ow.ly/yCDj30k4cU0
Watch more Rapha Prestige: http://ow.ly/t81Y30k9aDI",4min4sec,,496,2017-03-21T16:19:53Z,Rapha Prestige Taebaek,7qnYsXGIgH0,50214
6,"Five Rapha riders spent a long weekend exploring the volcanic Garrotxa region of northern Spain. Wearing Brevet products designed to perform in the cold mornings and warm afternoons typical of Catalonia in autumn, the group rode cyclocross bikes along testing gravel tracks towards the foothills of the Pyrenees, staying at rustic farmhouses each night. Find out more, and download the routes here: http://pages.rapha.cc/feature/to-the-hills",1min,,340,2017-02-16T12:31:13Z,To The Hills,yw7gPtCHVPo,31643
6,"http://www.rapha.cc/travel

Join us in 2017 and explore some of the most beautiful, challenging and unforgettable roads in the world. A range of exciting new destinations and trip types to suit all abilities are available to book now.",36sec,,132,2016-11-23T16:14:03Z,Rapha Travel: the art of escape on two wheels,aINoBi1y0MA,17563
10,"Lead guide Ben Lieberson takes us on a trip to the heart of Rapha Travel – the ultimate expression of our passion for the sport. Join us in 2017 and explore some of the most beautiful, challenging and unforgettable roads in the world, with trip types to suit all abilities.

Find your Rapha Travel trip: http://ow.ly/U8rG30kbrNi",2min5sec,,316,2016-11-17T17:15:58Z,Rapha Travel: Ben Lieberson on the art of escape on two wheels,QAvmuJ04H2Y,32031
0,0,0,,0,0,0,mxXs3EcWsj4,0
22,"For cyclists, the Ardennes is a place more commonly associated with bergs than beers, drawing fans and pros alike to its famous roads each year for three of the sport’s classic races. But for four Rapha riders, it was the idea of connecting three monastic breweries using these historic race routes that drew them to Belgium.",4min57sec,,526,2016-06-10T10:06:45Z,Rapha Trappist Brewery Tour,qhFCLnwrh7Q,64585
0,0,0,,0,0,0,NOf21bp1fw4,0
29,"""Spirits were high as teams unpacked their bikes, saddled up and headed to the homestead for morning coffee. The sunrise was spectacular over the vineyard as we pumped our tyres in the long grass and packed our pockets with essentials for the day.""

Take on an unsupported and unmarshalled adventure across stunning terrain. Gather your team and sign up to ride together on challenging courses across the world. 

Find new roads and forge new friendships at a Rapha Prestige: 
http://ow.ly/yCDj30k4cU0
Watch more Rapha Prestige: http://ow.ly/t81Y30k9aDI",3min57sec,,573,2016-04-22T12:06:02Z,Rapha Prestige Merricks,rKBEFFWkd3M,78591
18,"The experience of riding my first Rapha Prestige in Tasmania was enough to make me fall in love with a new kind of cycling adventure. The camaraderie, friendship and landscapes had me hooked. And Niseko was calling.

Take on an unsupported and unmarshalled adventure across stunning terrain. Gather your team and sign up to ride together on challenging courses across the world. 

Find new roads and forge new friendships at a Rapha Prestige: http://ow.ly/yCDj30k4cU0
Watch more Rapha Prestige: http://ow.ly/t81Y30k9aDI",5min16sec,,542,2016-03-19T21:56:51Z,Rapha Prestige Niseko,h0IgDIvcX68,74721
2,"https://pages.rapha.cc/travel?from=&to=&location=japan&trip_type=randonnees

Starting in the megalopolis of Tokyo, this Grande Randonnée heads south through verdant, dense forests on perfect pavement, barely wide enough for a car. Joining us on this adventure, you will discover that Japan’s undulating, sometimes mountainous, terrain rivals the best anywhere in the world. The roads are tiny, nearly overgrown and plentiful in selection and a feeling of discovery will consume you as we ride.

Credits:
terasu.co",1min46sec,,152,2016-03-19T21:48:08Z,Rapha Travel Randonnée Japan,4w2Aj-h6zJM,16904
51,"On the longest day of the year in the northern hemisphere, Rapha set out on long rides upon three continents in search of the common elements that unite us all as riders, men and women alike.",6min57sec,,1332,2015-08-21T11:01:47Z,The Longest Day,OfH8SDAvA18,117656
7,"Find new roads and forge new friendships at a Rapha Prestige: http://ow.ly/yCDj30k4cU0
Watch more Rapha Prestige: http://ow.ly/t81Y30k9aDI

When I was a kid, cycling was for boys. It was always the boys who arrived at the park on bicycles to play football. It was always the boys who turned the journey home into a cycle race. And it was always the boys who talked about this or that component, and how it made their bikes go faster.
The Rapha Women’s Prestige Yatsugatake would, as the name suggests, be different – there would be no boys this time. The route would certainly be challenging, taking riders over one of the highest passes in Japan, the 2,100m Mugikusa Pass. It also included a total of 2,400m of climbing in a relatively short distance of 110km. Add to that several sections of gravel, and I began to wonder just how many women would show up to such an event? We Japanese women are tough, for sure, but with no fancy café stops and what promised to be difficult riding conditions (it had rained all the previous night, with more rain forecast), how many women would show up? Plenty, as it turned out.",6min1sec,,251,2014-12-17T21:25:26Z,Women’s Prestige Yatsugatake,7-wrDvZmnYc,31883
19,"The Cameron Highlands has always conjured up stories from my childhood, told to me by my grandfather…stories of explorers delving deep into the dark rain forests in search of glory, the mysterious disappearances of interesting characters often having many conspiracies but often being added to the tiger’s tally. Images of dark and damp mornings, conifer trees engulfed in a thick fog waiting for the sun’s heat to lift the shroud, revealing hills of lush green and terracotta – the tea plantations, strawberry fields and the rich soil that feeds them. The windless baking mid-day heat, so hot that you sweat with every breath and the “out of no where” thunderous showers in the afternoon – nature’s way of cooling down the soaring temperatures.
Well, this years RGR in the Cameron Highlands lived up to my imagination – the night before, it had rained constantly causing some minor landslides, spreading mud, stones and debris across some of the higher mountain side roads. The fog was thick and low but the energy levels and chatter on the start line was high. The 19 teams coming from across the Asia Pacific region were excited and keen to get under way, they’d only just received the route cards and were still trying to comprehend what a 50km descent was going to be like, never mind the idea of 50km climb after 150km.",5min5sec,,400,2014-12-04T15:28:06Z,Rapha Gentlemen's Race Malaysia,ZpIHWdN9xg0,42241
20,"Rapha Randonnées are week-long adventures on two wheels. Challenge yourself in the mountains and refuel with excellent food, culture and company. After several seasons of running Randonnées across the Alps, Pyrenees, and Dolomites, we’re delighted to take our guests to some of our favourite routes in the US and Japan. Our support staff and facilities take care of the details, letting you focus on the ride. At the end of the day, hand your bike over to our mechanic, take a massage and enjoy the evening’s excellent food and festivities.

Explore our range of Rapha Travel Randonnées: http://ow.ly/67nj30k9aKw",4min28sec,,402,2014-12-01T12:38:37Z,Rapha Randonnées 2015,U00O1y6KMWM,71332
20,Read the feature by Andy Hampsten » http://bit.ly/rgr-colorado,6min20sec,,422,2014-10-07T17:16:13Z,Rapha Gentlemen's Race Colorado,x9pumXYZiPM,67381
55,"""Come and ride in Yorkshire, they said. We'll explore: the Howardian Hills, the North York Moors, and the Yorkshire Dales. It would be a first for me, but exploring on a bicycle isn't something that comes naturally to a bike racer, former or not. It is a skill that has to be learned, like patience or golf. Like many bike racers, I've always looked at riding a bike in the same way that I would go about robbing a bank: get in, get the job done, get out as quickly as possible and change out of your disguise.""",5min22sec,,768,2014-07-01T21:58:06Z,"The Rapha Continental -- Yorkshire, UK",GRpWkuowXW0,118788
37,http://www.rapha.cc/continental,6min7sec,,890,2014-06-11T13:09:01Z,Rapha Continental -- Hidden Europe: Holland,-R_6XCzujVI,113857
0,0,0,,0,0,0,7vczOUequrw,0
5,http://pages.rapha.cc/stories/hunger-to-ride-the-rapha-prestige,3min10sec,,110,2014-06-04T08:27:11Z,Rapha Women's Prestige 2014,fbe0QSc0Y2Y,24354
2,,4min6sec,,208,2014-06-04T09:48:07Z,Rapha Gentlemen's Race: Thailand,SBNquGWZa1s,26599
2,"http://www.rapha.cc/west-coast-gentlemens-race-2013 

""This is the California of Steve McQueen...of The Endless Summer. It is... November and we are in shorts and short-sleeve jerseys. This will be a beautiful day, riding hard on desolate, mystical California roads. Right here... is our chance to hold on to the summer just a bit longer.""

The recent Rapha West Coast Gentlemen's Race headed for the sun-kissed slopes of the Angeles Crest. Discover how the teams fared in our new film and feature.",5min23sec,,148,2013-12-16T16:09:24Z,Rapha Gentlemen's Race West Coast,oOgQurW5I9Y,24827
9,"http://www.rapha.cc/adelaide-gentlemens-race-2013

The latest Rapha Gentlemen's Race recently took place in Adelaide in South Australia, with 18 teams lining up for the rolling 160-kilometre route that included 2,600m of climbing. Heading into the foothills first discovered by Colonel William Light in 1836, they encountered Australia's answer to the Strade Bianchi and a shearer quoting Shakespeare.",4min19sec,,159,2013-12-06T14:57:20Z,Rapha Adelaide Gentlemen's Race,yoJy6VHWiW4,24708
13,"Shangri-La, a mythical Himalayan valley where people do not age, a mountainous utopia that is isolated from the outside world. The general idea is that you do not set out to find the valley, it finds you: But if you choose to leave, you will never find your way back again.

http://www.rapha.cc/rapha-continental/",5min13sec,,252,2013-09-02T09:23:02Z,Rapha Continental: Yunnan,YWaYt2V9y2c,23385
13,"Mercian Cycles began in Derby in 1946 and are still building bespoke lightweight steel frames, by hand, using traditional frame-building methods with one craftsman building each frame from start to finish.",5min19sec,,373,2013-08-14T14:10:41Z,Rapha Continental Builders: Mercian,-daZ8twO9KQ,45867
16,"Now in its sixth year, the Rapha Continental North America was the original concept behind a project that has now become a global adventure.

Its success lies in a philosophy which, as this new film highlights, can be boiled down to a simple idea: Go ride your bike.  The film documents a number of days in Washington, during which the original Rapha Continental reunited the many riders who have come together since the project began, a group of friends who love to discover the roads less travelled.",6min49sec,,456,2013-08-09T14:12:36Z,Rapha Continental: 2013 Pacific Northwest,zwtm1I3g-nE,76509
12,,5min13sec,,226,2013-07-17T08:27:14Z,Rapha Kyoto Gentlemen's Race 2013,eFpNp49Qgk0,34588
5,"http://www.rapha.cc/a-grand-tour-

The Étape du Tour starts and finishes in the town of Annecy, which gives its name to the Lake that, alongside the surrounding mountains, makes it possibly one of the most picturesque Étape locations ever. A grand tour of some of the prettiest and majestic riding terrain in the world, the ride is a clockwise loop through two départments, the Savoie and the Haute Savoie, taking in hills and mountains that make up the Bauges massif, part of the French Prealps.",4min33sec,,93,2013-06-28T23:51:53Z,L'Étape du Tour 2013 -- Annecy — Annecy Semnoz,_2srKR7Vid8,20574
2,"http://www.rapha.cc/rapha-womens-prestige-2013

As long as I can remember, we used this expression on the French national team: ""One jersey, one team."" For a bunch of fiercely competitive juniors, it was often the subject of a joke -- we might wear the same jersey but we are most definitely not on the same team. The Rapha Women's Prestige, by contrast, is definitely about teamwork, six riders thinking as one entity.",2min22sec,,58,2013-06-10T15:38:27Z,2013 Rapha Women's Prestige,wSMR07_cOCA,12107
8,"http://www.rapha.cc/builders

Filmed & Directed by Kristian Ansand & Martin Gilluck Music by A Dancing Beggar Produced by ERTZUI FILM http://www.ertzui.de

The Rapha Continental was established in 2007 with the aim of rediscovering the lost spirit of cycling. To help realise that ambition, each year Rapha joins forces with some of the finest independent framebuilders from around the world.

The result is a growing collection of elegant custom bikes that reflect the craft and heritage of global framebuilding, bikes that are versatile enough to handle the wide range of terrain that the Continental riders encounter.

In 2013, the European framebuilders will include Amaro Bikes, Crema Cycles, Crisp Titanium, Edelbikes, Festska, St Joris Cycles, Vandeyk Contemporary Cycles, Vogel Fahrradrahmenbau and Tiziano Zullo.",6min39sec,,291,2013-04-05T10:04:36Z,"Rapha Continental: European Builders -- ""Footprints""",L6W5bAMAVrk,30815
10,"A musette, a route card and the best of luck. The rest is up to you; the training, the day's food and water, and finding your way back if you happen to stray off course. Welcome to the Rapha Gentlemen's Race, Melbourne, Australia 2013.",5min22sec,,357,2013-04-26T15:38:27Z,Gentlemen's Race Melbourne,En-esTosrn0,53329
0,0,0,,0,0,0,txFTvFrQBg8,0
9,"As the sun set over Northern Tasmania’s Tamar Valley on Friday 13th March 2015, the Rapha Prestige Launceston began, with riders gathering on the deck of the Barrel Room Restaurant at Velo Wines. Teams huddled together, nervously discussing tactics and tyre/cog selections for the following day’s 170km adventure to the highest point of Tasmania’s only alpine region, the Ben Lomond National Park. Unbeknownst to the riders, just a week prior the summit had unseasonably received its first snow of the year. The brutality of the Tasmanian landscape and climate would be a defining feature of the weekend.

Film by Kintaro Studios.

Find new roads and forge new friendships at a Rapha Prestige: http://ow.ly/yCDj30k4cU0
Watch more Rapha Prestige: http://ow.ly/t81Y30k9aDI",5min1sec,,423,2015-04-24T13:25:52Z,Rapha Prestige Launceston 2015,S_V8bu1my64,66001
3,"The new Rapha Pro Team collection.

https://www.rapha.cc/category/pro-team",20sec,,14,2022-06-08T13:37:09Z,MADE FOR RACE-WINNING MOVEMENT,vd4LwVJk_5U,2420
32,"Professional cycling is the toughest sport in the world. What separates the winners is an ability to overcome and find comfort in the chaos. The Pro Team Shoe combines three advanced technologies to provide comfort, even in your most uncomfortable moments. 

Powerweave upper
Seamless, one-piece woven material for unparalleled comfort and stability. 

Boa® fit system
Micro-adjustable dials for a custom fit and even pressure distribution.

Full carbon sole
Optimum power transfer during the most intense efforts.

Find out more and shop now at rapha.cc",1min,,435,2020-02-25T09:41:53Z,Rapha Pro Team Shoes: Comfort in the chaos,z8Bekq8YQ_8,33739
62,"Rapha makes the world’s best cycling apparel, GORE-TEX the best waterproof materials. Together, we’re raising the bar in waterproof cycling jackets to keep you riding in the most extreme conditions. Made with GORE-TEX shakedry and Polartec Alpha insulation, our newest Pro Team winter jackets are the most advanced ever made.  

Rapha Cycling Club members can shop the new range at rapha.cc, ahead of general release on Thursday.

https://www.rapha.cc/stories/rapha-and-gore-tex",1min,,411,2019-10-08T08:55:46Z,Rapha x GORE-TEX: The ultimate rainwear,TVJWF6fNHLE,42085
11,"The perfect performance is always hidden away. The difference between fifth and first is found in the years of training, perseverance and dedication; research, development and creation.

It is in the rainy day ride and the wind tunnel. The tempo sessions and the trip lines. It is the fastest bike, the fastest legs and the fastest jersey in the world that makes the difference. 

The Rapha Aero range, developed for years to save you seconds.",32sec,,265,2019-05-10T11:28:57Z,Rapha Aero collection,aLdSv1uETco,26798
8,"Winter often involves a battle with the elements, and with yourself. Stopping is the easy option but with greater effort comes greater reward. The aim of our new Autumn/Winter collection is simple: to see you through to the moments worth riding for.

Find out more at https://www.rapha.cc/gb/en/stories/coming-soon",1min4sec,,372,2019-09-24T15:06:04Z,"New Autumn/Winter Collections: Greater effort, greater reward",yZHD6mJm8EA,32411
5,"Introducing the most comfortable cycling shoes in the world, designed from the sole up. All conditions, all terrain. Tested over 30,000 kilometres across four continents. The Classic Shoes, available at rapha.cc",30sec,,101,2019-03-25T12:35:27Z,Rapha Classic Shoes,YM5153e0yE4,14625
4,"Introducing the most comfortable cycling shoes in the world, designed from the sole up. All conditions, all terrain. Tested over 30,000 kilometres across four continents. The Explore Shoes, available at rapha.cc",30sec,,120,2019-03-25T12:36:07Z,Rapha Explore Shoes,p7UUUv9OSdo,13531
8,"The Classic Long Sleeve Jersey II builds upon Rapha’s game-changing original jersey with a warm and comfortable merino-based fabric and updated fit.
Shop now: ow.ly/ZWXt30fgiZh",28sec,,112,2017-09-19T11:03:12Z,The Rapha Classic Long Sleeve Jersey II,F6Eprj3i-os,26660
9,"Explore the Rapha Core Winter Tights, a perfectly-fitting pair of winter cycling tights. Made with a fleece-lined fabric that keep yours legs warm in the cold.  
Shop Rapha mens: http://ow.ly/qVre30fqJ1y
Shop Rapha womens: http://ow.ly/HOxK30fqGsI",37sec,,127,2017-09-26T11:23:34Z,The Rapha Core Bib Tights,ViDnkjbhwYw,25962
7,"Robust on the road and inspired by the spring classics, a new pair of full frame glasses by Rapha.
Now available, in six colours: http://ow.ly/ZEn030guIws",45sec,,108,2017-11-10T16:21:12Z,The Rapha Arenberg Glasses,D2EJAXNhGxw,21236
31,"The Rapha Pro Team Insulated Gilet is made using active insulation for comfort, protection and temperature control.

Shop the Rapha Pro Team Insulated Gilet now: http://ow.ly/Ccp530gDLqW",35sec,,894,2017-11-17T10:25:54Z,The Rapha Pro Team Insulated Gilet,k02mRofEy9g,2262496
2,"A packable insulated jacket with a race fit for your most intense cold weather training. 
Shop now: http://ow.ly/VAXD30gImHV",24sec,,155,2017-11-21T14:47:13Z,The Rapha Souplesse Insulated Jacket,gdgo-wLFkxY,22018
27,"On the turbo your consciousness is small. The harder you work, the smaller it gets. With the past and the future forgotten, the present moment is all that matters: the feeling of your hands gripping the bars, your sight obscured by sweat, and a clarity of sound that transforms a training session into something more. 

Bang & Olufsen is synonymous with impeccable sound quality, Rapha with performance cycling clothing. Together, we’re taking your indoor training to the next level, helping you make the most of every second spent in the saddle with a limited edition of the E8 Sport earphones purpose-built for sport.

www.rapha.cc",52sec,,304,2020-11-09T12:48:03Z,Rapha + Bang & Olufsen,klA0kRLlQPA,21451
5,"http://www.rapha.cc

Roadside is a new series of films by Rapha that aims to uncover the stories beyond the race. This week we've been in the French Alps, delving into the rich culture that makes the great race more than just a sport. In episode 01, The Road Painters, we were on the Col du Galibier learning about the tradition of painting messages on the roads.

Film by: George Marshall",1min51sec,,148,2017-07-19T19:38:54Z,Rapha Roadside | Episode 01 The Road Painters,0AjFpiCbJeA,18242
4,"http://www.rapha.cc

The great race brings out a certain madness in us all. In the second episode of Rapha Roadside, we join the fans for some freebie fun on the mountains. Vive La Caravane!",1min35sec,,77,2017-07-21T11:52:11Z,Rapha Roadside | Episode 02 The Caravan,jfhO48zjSs8,10924
2,The wait. But it's always worth it. Go roadside with our final episode from the great race.,59sec,,73,2017-07-27T07:31:15Z,Rapha Roadside | Episode 03 The Wait,5woKoFY3yOc,8376
2,"Roadside is a new series of films by Rapha that aims to uncover the stories beyond the race. In episode 04, Rapha spent the early hours of Wednesday at the 1,400km ultra-distance event London–Edinburgh–London, uncovering a touching friendship between a rider and the man supporting his endeavours on the road.

Film by: Thomas Wootton",1min36sec,,65,2017-08-04T09:01:31Z,Rapha Roadside | Episode 04 Night watch,UvUUyb1yb3M,8576
0,"Circuit Makers. Go roadside to meet the set-up crew at the #RaphaNocturne Copenhagen. 

Find out more about the Rapha Nocturne: http://ow.ly/glPO30eEuYO",1min34sec,,37,2017-08-24T16:04:15Z,Rapha Roadside | Episode 05 Circuit Makers,slwOIsnJg0o,4971
0,"Races can be won or lost in the corners. At the Rapha Nocturne Copenhagen, we went roadside to explore the toughest cobbled corner of the circuit.",1min,,47,2017-08-29T14:41:59Z,Rapha Roadside | Episode 06 Round The Bend,pnbQyaCh6DY,5711
3,"Chris Walker was one of the top British pros in the ‘80s and ‘90s, and his son Joey is a young racer for Team WIGGINS. 
Could young 'Wacker' emulate his dad by winning the historic Monsal Hill Climb?",1min39sec,,57,2017-10-06T16:19:38Z,Rapha Roadside | Episode 07 Hill Climb,cRPcmWBRXsI,9424
3,Rapha Supercross Nobeyama is a unique UCI race set in the high mountains of Japan. Go roadside with a local photographer as he aims to capture the beauty and the madness of the event.,1min25sec,,139,2018-01-30T11:53:16Z,Rapha Roadside | Episode 08 The Photographer,93jl18guWJg,8373
23,"As I gasped for breath and zigzagged across the road, I saw the ghost of the rider I once was looking back over his shoulders at me. He laughed at how slow I had become and rode away.

Film: Ben Ingham
Words: Tom Southam",1min12sec,,327,2012-11-15T15:27:55Z,Zoncolan,PZpDMwhK8x8,51617
3,"http://www.rapha.cc/

Directed by Ben Ingham",1min59sec,,41,2011-09-20T21:03:11Z,The Hidden Alps,BOG6DD8b6PE,7220
0,"http://www.rapha.cc

Directed by Ben Ingham
Edited by Owynne Dawkins
Sound Design by Andy Carroll / Soundfly
Camera Assistance by Michael Kelly
Line Production by Blandine Viollet",3min32sec,,36,2011-06-30T21:50:10Z,Galibier -- Who are you?,cv4uromhToU,7482
15,"Ride all day. Race all night. The Rapha Nocturne arrives in London.

The Rapha Nocturne brings cycle racing to the heart of the city. Taking place in London and Copenhagen, you have the chance to ride the course before watching the best of the amateur scene and professional teams compete on an inner-city circuit. All of this, alongside live music, food stalls, and exhibitions from the world of cycling. 

Find out more at rapha.cc/nocturne",6min30sec,,488,2017-06-14T15:25:19Z,The Rapha Nocturne | London,1rm4Z4qmF2A,69557
2,"The #RaphaNocturne Copenhagen. 
On Saturday 19th August, Rapha live broadcasted elite street racing around the world on Facebook. Re-watch the action here. 

Keep up to date at rapha.cc/nocturne.",2hour28min5sec,,34,2017-08-19T21:53:23Z,The #RaphaNocturne Copenhagen - Facebook Live,yJud3IbDMn8,6116
134,"April will see the official release of James Erskine's Pantani: The Accidental Death of a Cyclist, a feature-length documentary telling the story of Pantani's dramatic rise and fall. 

Find out more: 
/ http://www.pantanifilm.com
/ http://www.facebook.com/pantanifilm
/ http://twitter.com/pantanifilm",1min44sec,,1831,2014-02-14T12:46:20Z,Pantani: The Accidental Death of a Cyclist (Trailer),xfN3uxk-vRs,524163
2,"http://www.rapha.cc/sir-bradley-on-the-giro

Ahead of the 2013 Giro d'Italia, Team Sky's Bradley Wiggins talks candidly about his relationship with the sport that made him a household name. In this exclusive film, he discusses childhood inspirations such as Chris Boardman and Miguel Indurain, coming to terms with those 10 days last summer that made him a legend in his own right, and why the Giro is the romantic race of all.",3min14sec,,52,2013-05-01T07:37:34Z,Team Sky and Rapha: Sir Bradley on the Giro,k4_E6UVSt5Y,12073
0,"Video: Ben Ingham
Music: Andy Carroll

The Dolomites, in northern Italy, are known locally as the Monti Pallidi, the Pale Mountains. The precise origin of the name varies. Legend attributes it to a magical creature, who spun a ball of moonbeams to give the mountain their characteristic white appearance. Others prefer the scientific theory; it was an 18th century geologist, Deodat de Dolomieu, who attributed the colour of the limestone massifs to their geological make-up and thus were they named in his honour. Whether inspired by fairy tale or fact, the riders that congregate here from around the world do so to test themselves on climbs both numerous and severe.

Against the spectacular backdrop of the Dolomites, a group of pro and elite Rapha riders set out to test Rapha's new Autumn Winter range.

http://www.rapha.cc",32sec,,27,2011-01-09T17:45:54Z,Rapha Rides Monti Pallidi I,CdpT_IUWRMs,6783
0,"Video: Ben Ingham
Music: Andy Carroll

The Dolomites, in northern Italy, are known locally as the Monti Pallidi, the Pale Mountains. The precise origin of the name varies. Legend attributes it to a magical creature, who spun a ball of moonbeams to give the mountain their characteristic white appearance. Others prefer the scientific theory; it was an 18th century geologist, Deodat de Dolomieu, who attributed the colour of the limestone massifs to their geological make-up and thus were they named in his honour. Whether inspired by fairy tale or fact, the riders that congregate here from around the world do so to test themselves on climbs both numerous and severe.

Against the spectacular backdrop of the Dolomites, a group of pro and elite Rapha riders set out to test Rapha's new Autumn Winter range.

http://www.rapha.cc",33sec,,18,2011-01-09T17:56:39Z,Rapha Rides Monti Pallidi II,JeAV-3Hn3ag,4884
1,"Video: Ben Ingham
Music: Andy Carroll
http://www.rapha.cc/

The Dolomites, in northern Italy, are known locally as the Monti Pallidi, the Pale Mountains. The precise origin of the name varies. Legend attributes it to a magical creature, who spun a ball of moonbeams to give the mountain their characteristic white appearance. Others prefer the scientific theory; it was an 18th century geologist, Deodat de Dolomieu, who attributed the colour of the limestone massifs to their geological make-up and thus were they named in his honour. Whether inspired by fairy tale or fact, the riders that congregate here from around the world do so to test themselves on climbs both numerous and severe.

Against the spectacular backdrop of the Dolomites, a group of pro and elite Rapha riders set out to test Rapha's Autumn Winter range.",1min1sec,,16,2011-01-10T10:25:52Z,Rapha Rides Monti Pallidi III,Wq4_tIU_nZ0,6096
56,"Join Rapha Rides Hong Kong from the 10-12 August. 
Find out more: https://www.rapha.cc/stories/rapha-rides-hong-kong

Hong Kong is an urban jungle, formed of skyscrapers rather than tress but the hustle and buslte of the city quickly gives way to the jungle proper. You don't have to ride for long before you're in the middle of dense forest, far removed from the city. The range of cycling we have here is beautiful.

Rapha Rides travels to cities around the world to uncover their greatest rides and most interesting riders.

Local riders, their favourite routes. The places to visit, the roads to ride. See the city from their perspective. Ride with us.",4min12sec,,1614,2018-08-10T15:08:15Z,Rapha Rides Hong Kong,LcR8rBX1D7E,94479
10,"""Fukuoka is a tightly packed city. If you cycle out for 30 minutes, you can reach the shining turquoise ocean of Itoshima and the alluring roads of Mt. Sefuri. This town has music, food, art, fashion, coffee, bars, public baths... a variety of cultures all nestled together.""

– Atsushi Tanno, Photographer and RCC Member

Rapha Rides travels to cities around the world to uncover their greatest rides and most interesting riders.

Ride with us. 
Local riders, their favourite routes. The places to visit, the roads to ride. See the city from their perspective. Ride with us.

Find out more about Rapha RIDES Kyushu: https://www.rapha.cc/stories/rapha-rides-kyushu",2min45sec,,516,2018-06-21T09:16:34Z,Rapha RIDES Kyushu,DfATiIrzcF4,40825
0,0,0,,0,0,0,S6mCP6yj8XM,0
14,"Produced by Wilf Sweetland 
Directed by Joel Harmsworth – everydayokay.com/
Edited by Endless Pedal – endlesspedal.com.au/ (Graeme Pereira)
Music by Robert Law",7min22sec,,660,2017-03-23T15:50:16Z,Rapha Rides the Victorian Alps,YMzdQrugoCE,78968
15,"The Fränkische Schweiz (aka Franconian Switzerland or Little Switzerland) is a delightful place to ride in the summer. Unless conditions happen to turn apocalyptic. Instead of the usual 25-30°C weather, temperatures plummeted to 7°C in the hills.",4min16sec,,547,2011-12-09T16:14:43Z,Rapha Rides Little Switzerland,2pk-IOgbJbE,107672
9,"In 2017, we visited 19 cities to uncover some of the best cycling around the world. This film is our ode to all the places we visited, and we look forward to riding with you again in 2018.

See more from Rapha RIDES: http://ow.ly/pNmL30hA3TW",1min34sec,,341,2018-01-05T09:33:01Z,Rapha RIDES 2017,v8LNNlssCqU,20808
25,"Taipei, join us to unlock your city this November for Rapha Rides, a celebration of cycling around the world. Sign up for the rides and events that you’d like to attend on our schedule, and we’ll see you on the road.

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min40sec,,965,2017-11-09T12:10:23Z,Rapha RIDES Taipei,xqPTDNRmFIA,68380
5,"Melbourne, we’re celebrating cycling and the city with Rapha Rides, a long weekend of bike rides and events. 

Sign up on our schedule, and we’ll see you on the road in November: http://ow.ly/bJKf30gplAb


*Music recorded by ABC Classic FM and performed by the Australian National Academy of Music
Special thanks to Lupino Restaurant, Mina·no·ie, Vinyl Records, Joan Cortes & Stuart Tripp.",2min41sec,,416,2017-11-07T11:18:35Z,Rapha RIDES Melbourne,pbuYz9AZez8,35060
2,"Melbourne, we’re celebrating cycling and the city with Rapha Rides, a long weekend of bike rides and events. Sign up on our schedule, and we’ll see you on the road in November.",31sec,,52,2017-11-01T13:58:15Z,Rapha RIDES Melbourne – Trailer,2_k0L8z-Vbw,10451
28,"Osaka, join us to unlock your city this November for Rapha Rides, a celebration of cycling around the world. Sign up for the rides and events that you’d like to attend on our schedule, and we’ll see you on the road.

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",3min56sec,,805,2017-10-26T13:26:42Z,Rapha RIDES Osaka,aACJ5Tzk-l0,77624
5,"Berlin, we’ll be celebrating cycling and the city with Rapha Rides from 23rd October to 12th November with three weeks of bike rides and events. See you on the road. 

Sign up: http://bit.ly/YT-RRBerlin",40sec,,70,2017-10-10T11:07:29Z,Rapha RIDES Berlin – Trailer,AHvLJ_ag-tU,11076
23,"Paris, join us to unlock your city this October for Rapha Rides, a celebration of cycling around the world. Sign up for the rides and events that you’d like to attend on our schedule, and we’ll see you on the road.

Discover Rapha Rides Paris: http://ow.ly/uZoZ30keyxc
Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",2min47sec,,1082,2017-09-25T14:13:49Z,Rapha RIDES Paris,jgQtvSIz7H0,72283
2,"https://pages.rapha.cc/rides/paris

Paris, join us to unlock your city this October for Rapha Rides, a celebration of cycling around the world. Sign up for the rides and events that you’d like to attend on our schedule, and we’ll see you on the road.",40sec,,115,2017-09-12T11:13:35Z,Rapha RIDES Paris trailer,laW2Dnj7rVY,13105
24,"Manchester, join us to unlock your city this September for Rapha Rides, a celebration of cycling around the world. Sign up for the rides and events that you’d like to attend on our schedule, and we’ll see you on the road.

Find your local Rapha Rides event: http://ow.ly/XxoK30k7ZcK
Watch more Rapha Rides films: http://ow.ly/EAg430k7ZfO",5min9sec,,698,2017-08-21T15:02:50Z,Rapha RIDES Manchester,TjqWBAZS5Ro,154633
